Number,Name,Country,Region,Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (Meters),Dominant Rock Type,Tectonic Setting
354001,"Auquihuato, Cerro",Peru,South America,Pyroclastic cone,Evidence Uncertain,Unknown,-15.07,-73.18,4980,No Data,Subduction Zone / Continental Crust (>25 km)
354002,Sara Sara,Peru,South America,Stratovolcano,Evidence Credible,Unknown,-15.33,-73.45,5522,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
354003,Coropuna,Peru,South America,Stratovolcano,Evidence Credible,Unknown,-15.52,-72.65,6377,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
354004,Andahua-Orcopampa,Peru,South America,Pyroclastic cone(s),Eruption Dated,1490 CE,-15.42,-72.33,4713,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Continental Crust (>25 km)
354005,Huambo,Peru,South America,Volcanic field,Eruption Dated,700 BCE,-15.83,-72.13,4550,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Continental Crust (>25 km)
354006,Sabancaya,Peru,South America,Stratovolcano(es),Eruption Observed,2016 CE,-15.78,-71.85,5967,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
354007,"Chachani, Nevado",Peru,South America,Stratovolcano,Evidence Uncertain,Unknown,-16.191,-71.53,6057,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
354008,"Nicholson, Cerro",Peru,South America,Pyroclastic cone,Evidence Credible,Unknown,-16.261,-71.754,2525,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
354010,"Misti, El",Peru,South America,Stratovolcano,Eruption Observed,1985 CE,-16.294,-71.409,5822,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
354020,Ubinas,Peru,South America,Stratovolcano,Eruption Observed,2016 CE,-16.355,-70.903,5672,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
354030,Huaynaputina,Peru,South America,Stratovolcano,Eruption Observed,1600 CE,-16.608,-70.85,4850,Dacite,Subduction Zone / Continental Crust (>25 km)
354031,Ticsani,Peru,South America,Lava dome(s),Eruption Dated,1800 CE,-16.755,-70.595,5408,Dacite,Subduction Zone / Continental Crust (>25 km)
354040,Tutupaca,Peru,South America,Stratovolcano(es),Eruption Observed,1802 CE,-17.026,-70.372,5801,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
354050,Yucamane,Peru,South America,Stratovolcano(es),Eruption Observed,1320 BCE,-17.184,-70.196,5495,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
354060,"Casiri, Nevados",Peru,South America,Stratovolcano(es),Evidence Credible,Unknown,-17.47,-69.813,5650,Trachyte / Trachydacite,Subduction Zone / Continental Crust (>25 km)
355010,Tacora,Chile-Peru,South America,Stratovolcano(es),Unrest / Holocene,Unknown,-17.72,-69.77,5980,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355011,Taapaca,Chile,South America,Complex,Eruption Dated,320 BCE,-18.1,-69.5,5860,Dacite,Subduction Zone / Continental Crust (>25 km)
355012,Parinacota,Chile-Bolivia,South America,Stratovolcano,Eruption Dated,290 CE,-18.166,-69.142,6336,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355020,Guallatiri,Chile,South America,Stratovolcano,Eruption Observed,1960 CE,-18.42,-69.092,6071,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355021,Tambo Quemado,Bolivia,South America,Pyroclastic shield,Evidence Credible,Unknown,-18.62,-68.75,4215,Rhyolite,Subduction Zone / Continental Crust (>25 km)
355030,Isluga,Chile,South America,Stratovolcano,Eruption Observed,1913 CE,-19.15,-68.83,5550,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355032,Tata Sabaya,Bolivia,South America,Stratovolcano,Evidence Credible,Unknown,-19.13,-68.53,5430,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355035,"Jayu Khota, Laguna",Bolivia,South America,Maar(s),Evidence Credible,Unknown,-19.463,-67.432,3650,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
355036,Jatun Mundo Quri Warani,Bolivia,South America,Lava dome(s),Evidence Uncertain,Unknown,-19.78,-66.48,5438,Dacite,Subduction Zone / Continental Crust (>25 km)
355040,Irruputuncu,Chile-Bolivia,South America,Stratovolcano,Eruption Observed,1995 CE,-20.73,-68.55,5163,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355042,Pampa Luxsar,Bolivia,South America,Volcanic field,Evidence Uncertain,Unknown,-20.85,-68.2,5543,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355050,Olca-Paruma,Chile-Bolivia,South America,Stratovolcano(es),Eruption Observed,1867 CE,-20.939,-68.413,5705,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355060,Ollague,Chile-Bolivia,South America,Stratovolcano,Unrest / Pleistocene,Unknown,-21.3,-68.18,5868,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355061,"Azufre, Cerro del",Chile,South America,Stratovolcano,Evidence Uncertain,Unknown,-21.787,-68.237,5846,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355070,San Pedro-San Pablo,Chile,South America,Stratovolcano(es),Eruption Observed,1960 CE,-21.888,-68.391,6142,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355090,Putana,Chile,South America,Stratovolcano,Eruption Observed,1810 CE,-22.557,-67.853,5884,Dacite,Subduction Zone / Continental Crust (>25 km)
355091,Sairecabur,Chile-Bolivia,South America,Stratovolcano(es),Evidence Credible,Unknown,-22.72,-67.892,5971,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355092,Licancabur,Chile-Bolivia,South America,Stratovolcano,Evidence Credible,Unknown,-22.83,-67.88,5916,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355093,Guayaques,Chile-Bolivia,South America,Lava dome(s),Evidence Credible,Unknown,-22.895,-67.566,5598,Dacite,Subduction Zone / Continental Crust (>25 km)
355094,Purico Complex,Chile,South America,Pyroclastic shield,Evidence Credible,Unknown,-23,-67.75,5703,Dacite,Subduction Zone / Continental Crust (>25 km)
355095,Colachi,Chile,South America,Stratovolcano,Evidence Credible,Unknown,-23.236,-67.645,5631,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355096,Acamarachi,Chile,South America,Stratovolcano,Evidence Credible,Unknown,-23.3,-67.62,6046,Dacite,Subduction Zone / Continental Crust (>25 km)
355097,"Overo, Cerro",Chile,South America,Maar,Evidence Uncertain,Unknown,-23.52,-67.67,4555,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355098,Chiliques,Chile,South America,Stratovolcano,Evidence Uncertain,Unknown,-23.58,-67.7,5778,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355100,Lascar,Chile,South America,Stratovolcano(es),Eruption Observed,2016 CE,-23.37,-67.73,5592,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355101,Cordon de Puntas Negras,Chile,South America,Stratovolcano(es),Evidence Credible,Unknown,-23.743,-67.534,5852,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355102,Miniques,Chile,South America,Stratovolcano(es),Evidence Uncertain,Unknown,-23.82,-67.77,5910,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355103,"Tujle, Cerro",Chile,South America,Maar,Evidence Credible,Unknown,-23.83,-67.95,3550,No Data,Subduction Zone / Continental Crust (>25 km)
355104,Caichinque,Chile,South America,Stratovolcano(es),Evidence Uncertain,Unknown,-23.949,-67.74,4458,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355105,Tilocalar,Chile,South America,Stratovolcano(es),Evidence Uncertain,Unknown,-23.97,-68.13,3116,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355106,"Negrillar, El",Chile,South America,Pyroclastic cone(s),Evidence Credible,Unknown,-24.18,-68.25,3500,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355107,Pular,Chile,South America,Stratovolcano(es),Evidence Uncertain,Unknown,-24.188,-68.054,6233,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355108,"Negrillar, La",Chile,South America,Pyroclastic cone(s),Evidence Uncertain,Unknown,-24.28,-68.6,4109,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355109,Socompa,Chile-Argentina,South America,Stratovolcano,Eruption Dated,5250 BCE,-24.396,-68.246,6031,Dacite,Subduction Zone / Continental Crust (>25 km)
355110,Llullaillaco,Chile-Argentina,South America,Stratovolcano,Eruption Observed,1877 CE,-24.72,-68.53,6739,Dacite,Subduction Zone / Continental Crust (>25 km)
355112,Escorial,Chile-Argentina,South America,Stratovolcano,Evidence Uncertain,Unknown,-25.083,-68.367,5451,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355120,Lastarria,Chile-Argentina,South America,Stratovolcano,Evidence Credible,Unknown,-25.168,-68.507,5706,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355121,Cordon del Azufre,Chile-Argentina,South America,Complex,Evidence Credible,Unknown,-25.336,-68.521,5481,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355122,"Bayo Gorbea, Cerro",Chile-Argentina,South America,Complex,Evidence Credible,Unknown,-25.414,-68.588,5413,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355123,"Nevada, Sierra",Chile-Argentina,South America,Complex,Evidence Credible,Unknown,-26.48,-68.58,6173,No Data,Subduction Zone / Continental Crust (>25 km)
355124,Falso Azufre,Chile-Argentina,South America,Complex,Evidence Uncertain,Unknown,-26.8,-68.37,5906,No Data,Subduction Zone / Continental Crust (>25 km)
355125,"Incahuasi, Nevado de",Chile-Argentina,South America,Stratovolcano(es),Evidence Uncertain,Unknown,-27.033,-68.296,6638,Dacite,Subduction Zone / Continental Crust (>25 km)
355130,"Ojos del Salado, Nevados",Chile-Argentina,South America,Stratovolcano,Eruption Dated,750 CE,-27.109,-68.541,6879,Dacite,Subduction Zone / Continental Crust (>25 km)
355131,"Solo, El",Chile-Argentina,South America,Stratovolcano,Evidence Credible,Unknown,-27.105,-68.713,6205,Dacite,Subduction Zone / Continental Crust (>25 km)
355140,Copiapo,Chile,South America,Stratovolcano,Unrest / Pleistocene,Unknown,-27.3,-69.13,6052,Dacite,Subduction Zone / Continental Crust (>25 km)
355150,Tuzgle,Argentina,South America,Stratovolcano,Evidence Uncertain,Unknown,-24.05,-66.48,5486,Dacite,Subduction Zone / Continental Crust (>25 km)
355160,Aracar,Argentina,South America,Stratovolcano,Evidence Credible,Unknown,-24.29,-67.783,6095,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355161,Unnamed,Argentina,South America,Pyroclastic cone,Evidence Credible,Unknown,-25.078,-68.266,4652,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355180,Antofagasta Volcanic Field,Argentina,South America,Pyroclastic cone(s),Evidence Uncertain,Unknown,-26.12,-67.4,3495,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355190,"Condor, El",Argentina,South America,Stratovolcano,Evidence Credible,Unknown,-26.632,-68.361,6373,No Data,Subduction Zone / Continental Crust (>25 km)
355200,Peinado,Argentina,South America,Stratovolcano,Evidence Credible,Unknown,-26.623,-68.116,5741,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355210,"Blanco, Cerro",Argentina,South America,Caldera,Eruption Dated,2300 BCE,-26.789,-67.765,4670,Rhyolite,Subduction Zone / Continental Crust (>25 km)
355220,Tipas,Argentina,South America,Complex,Evidence Credible,Unknown,-27.196,-68.561,6658,No Data,Subduction Zone / Continental Crust (>25 km)
355823,Aucanquilcha,Chile,South America,Stratovolcano,Unrest / Pleistocene,Unknown,-21.22,-68.47,6176,,Subduction Zone / Continental Crust (>25 km)
355838,Uturuncu,Bolivia,South America,Stratovolcano,Unrest / Pleistocene,Unknown,-22.27,-67.18,6008,,Subduction Zone / Continental Crust (>25 km)
356011,Easter Island,Chile,South America,Shield(s),Evidence Credible,Unknown,-27.15,-109.38,511,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
357010,Tupungatito,Chile-Argentina,South America,Stratovolcano,Eruption Observed,1987 CE,-33.425,-69.797,5660,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
357020,San Jose,Chile-Argentina,South America,Stratovolcano(es),Eruption Observed,1960 CE,-33.789,-69.895,6070,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
357021,Maipo,Chile-Argentina,South America,Caldera,Eruption Observed,1912 CE,-34.164,-69.832,5323,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Continental Crust (>25 km)
357022,Palomo,Chile,South America,Stratovolcano,Evidence Credible,Unknown,-34.608,-70.295,4860,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
357023,"Atuel, Caldera del",Argentina,South America,Caldera,Evidence Credible,Unknown,-34.65,-70.05,5189,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
357024,Risco Plateado,Argentina,South America,Stratovolcano,Evidence Uncertain,Unknown,-34.917,-69.981,4999,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
357030,Tinguiririca,Chile,South America,Stratovolcano,Eruption Observed,1917 CE,-34.814,-70.352,4280,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
357040,Planchon-Peteroa,Chile,South America,Stratovolcano(es),Eruption Observed,2011 CE,-35.223,-70.568,3977,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
357041,Infiernillo,Argentina,South America,Volcanic field,Eruption Dated,6890 BCE,-35.142,-69.83,0,Andesite / Basaltic Andesite,Intraplate / Continental Crust (>25 km)
357042,Calabozos,Chile,South America,Caldera,Evidence Credible,Unknown,-35.558,-70.496,3508,Dacite,Subduction Zone / Continental Crust (>25 km)
357050,Descabezado Grande,Chile,South America,Stratovolcano(es),Eruption Observed,1933 CE,-35.58,-70.75,3953,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
357060,"Azul, Cerro",Chile,South America,Stratovolcano,Eruption Observed,1967 CE,-35.653,-70.761,3788,Dacite,Subduction Zone / Continental Crust (>25 km)
357061,"Maule, Laguna del",Chile,South America,Caldera,Eruption Dated,50 BCE,-36.058,-70.492,2162,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
357062,San Pedro-Pellado,Chile,South America,Stratovolcano(es),Evidence Credible,Unknown,-35.989,-70.849,3621,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
357063,"Longavi, Nevado de",Chile,South America,Stratovolcano,Eruption Dated,4890 BCE,-36.193,-71.161,3242,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
357064,"Blancas, Lomas",Chile,South America,Stratovolcano,Evidence Credible,Unknown,-36.286,-71.009,2268,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
357065,"Resago, Volcan",Chile,South America,Pyroclastic cone,Evidence Credible,Unknown,-36.45,-70.92,1890,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
357066,Payun Matru,Argentina,South America,Shield,Eruption Dated,5050 BCE,-36.422,-69.241,3715,Trachybasalt / Tephrite Basanite,Subduction Zone / Continental Crust (>25 km)
357067,Domuyo,Argentina,South America,Stratovolcano,Evidence Uncertain,Unknown,-36.638,-70.432,4702,Dacite,Subduction Zone / Continental Crust (>25 km)
357070,"Chillan, Nevados de",Chile,South America,Stratovolcano,Eruption Observed,2016 CE,-36.863,-71.377,3212,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
357072,Tromen,Argentina,South America,Stratovolcano(es),Eruption Observed,1822 CE,-37.144,-70.033,4114,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
357080,Antuco,Chile,South America,Stratovolcano,Eruption Observed,1869 CE,-37.406,-71.349,2979,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
357081,Trolon,Argentina,South America,Lava dome(s),Evidence Uncertain,Unknown,-37.738,-70.906,2360,Dacite,Subduction Zone / Continental Crust (>25 km)
357090,Copahue,Chile-Argentina,South America,Stratovolcano,Eruption Observed,2016 CE,-37.856,-71.183,2953,Trachybasalt / Tephrite Basanite,Subduction Zone / Continental Crust (>25 km)
357091,Callaqui,Chile,South America,Stratovolcano,Eruption Observed,1980 CE,-37.92,-71.45,3164,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
357092,"Mariñaqui, Laguna",Chile,South America,Pyroclastic cone(s),Evidence Credible,Unknown,-38.255,-71.167,2108,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
357093,Tolhuaca,Chile,South America,Stratovolcano,Evidence Credible,4000 BCE,-38.31,-71.645,2739,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
357100,Lonquimay,Chile,South America,Stratovolcano,Eruption Observed,1990 CE,-38.379,-71.586,2832,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
357101,Tralihue,Argentina,South America,Stratovolcano,Evidence Credible,Unknown,-38.509,-70.898,2448,Trachyandesite / Basaltic Trachyandesite,Intraplate / Continental Crust (>25 km)
357102,"Blanca, Laguna",Argentina,South America,Volcanic field,Evidence Credible,Unknown,-39.02,-70.37,1700,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
357110,Llaima,Chile,South America,Stratovolcano,Eruption Observed,2009 CE,-38.692,-71.729,3125,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
